idx,title,etc,description,rating,review_sadness,review_joy,review_fear,review_disgust,review_anger,url
201,Atonement,Drama Mystery Romance,Thirteen-year-old fledgling writer Briony Tallis irrevocably changes the course of several lives when she accuses her older sister's lover of a crime he did not commit.,9,0.636612,0.260628,0.14009,0.004845,0.020038,https://whatdoido.kro.kr/movie/201.jpg
202,Sherlock Holmes,Action Adventure Mystery,Detective Sherlock Holmes and his stalwart partner Watson engage in a battle of wits and brawn with a nemesis whose plot is a threat to all of England.,8,0.269775,0.038624,0.115942,0.128403,0.134765,https://whatdoido.kro.kr/movie/202.jpg
203,Platoon,Drama War,"Chris Taylor, a neophyte recruit in Vietnam, finds himself caught in a battle of wills between two sergeants, one good and the other evil. A shrewd examination of the brutality of war and the duality of man in conflict.",10,0.343056,0.44423,0.093744,0.09361,0.046915,https://whatdoido.kro.kr/movie/203.jpg
204,Jaws,Adventure Thriller,"When a killer shark unleashes chaos on a beach community, it's up to a local sheriff, a marine biologist, and an old seafarer to hunt the beast down.",10,0.097878,0.800748,0.046995,0.027332,0.028044,https://whatdoido.kro.kr/movie/204.jpg
205,Ferris Bueller's Day Off,Comedy,"A high school wise guy is determined to have a day off from school, despite what the Principal thinks of that.",10,0.323674,0.386269,0.062687,0.048602,0.131983,https://whatdoido.kro.kr/movie/205.jpg
206,Home Alone,Comedy Family,An eight-year-old troublemaker must protect his house from a pair of burglars when he is accidentally left home alone by his family during Christmas vacation.,10,0.417282,0.467631,0.039792,0.008159,0.06852,https://whatdoido.kro.kr/movie/206.jpg
207,The Bridge on the River Kwai,Adventure Drama War,"British POWs are forced to build a railway bridge across the river Kwai for their Japanese captors, not knowing that the allied forces are planning to destroy it.",9,0.103587,0.747536,0.061747,0.136932,0.054727,https://whatdoido.kro.kr/movie/207.jpg
208,The Third Man,Film-Noir Mystery Thriller,"Pulp novelist Holly Martins travels to shadowy, postwar Vienna, only to find himself investigating the mysterious death of an old friend, Harry Lime.",7,0.329034,0.600387,0.078941,0.01348,0.009531,https://whatdoido.kro.kr/movie/208.jpg
209,The Peanut Butter Falcon,Adventure Comedy Drama,Zak runs away from his care home to make his dream of becoming a wrestler come true.,9,0.145303,0.592963,0.051493,0.118574,0.08677,https://whatdoido.kro.kr/movie/209.jpg
210,Shrek,Animation Adventure Comedy,"A mean lord exiles fairytale creatures to the swamp of a grumpy ogre, who must go on a quest and rescue a princess for the lord in order to get his land back.",10,0.1443,0.448324,0.093497,0.08474,0.083118,https://whatdoido.kro.kr/movie/210.jpg
211,L.A. Confidential,Crime Drama Mystery,"As corruption grows in 1950s Los Angeles, three policemen - one strait-laced, one brutal, and one sleazy - investigate a series of murders with their own brand of justice.",9,0.124489,0.413837,0.075061,0.248156,0.238423,https://whatdoido.kro.kr/movie/211.jpg
212,The Godfather: Part III,Crime Drama,"Follows Michael Corleone, now in his 60s, as he seeks to free his family from crime and find a suitable successor to his empire.",8,0.157476,0.756786,0.016202,0.070827,0.02322,https://whatdoido.kro.kr/movie/212.jpg
213,Sense and Sensibility,Drama Romance,"Rich Mr. Dashwood dies, leaving his second wife and her three daughters poor by the rules of inheritance. The two eldest daughters are the title opposites.",8,0.136929,0.752753,0.076445,0.069393,0.078829,https://whatdoido.kro.kr/movie/213.jpg
214,The Bourne Identity,Action Mystery Thriller,"A man is picked up by a fishing boat, bullet-riddled and suffering from amnesia, before racing to elude assassins and attempting to regain his memory.",8,0.175886,0.728019,0.066429,0.050143,0.07196,https://whatdoido.kro.kr/movie/214.jpg
215,Inside Out,Animation Adventure Comedy,"After young Riley is uprooted from her Midwest life and moved to San Francisco, her emotions - Joy, Fear, Anger, Disgust and Sadness - conflict on how best to navigate a new city, house, and school.",1,0.589882,0.135322,0.096704,0.253781,0.166234,https://whatdoido.kro.kr/movie/215.jpg
216,12 Years a Slave,Biography Drama History,"In the antebellum United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery.",10,0.554392,0.681031,0.074291,0.148225,0.115759,https://whatdoido.kro.kr/movie/216.jpg
217,Edge of Tomorrow,Action Adventure Sci-Fi,"A soldier fighting aliens gets to relive the same day over and over again, the day restarting every time he dies.",10,0.056276,0.781026,0.057125,0.031062,0.113031,https://whatdoido.kro.kr/movie/217.jpg
218,Unforgiven,Drama Western,"Retired Old West gunslinger William Munny reluctantly takes on one last job, with the help of his old partner Ned Logan and a young man, The ""Schofield Kid.""",10,0.593578,0.558619,0.086603,0.078269,0.105674,https://whatdoido.kro.kr/movie/218.jpg
219,Casablanca,Drama Romance War,A cynical expatriate American cafe owner struggles to decide whether or not to help his former lover and her fugitive husband escape the Nazis in French Morocco.,10,0.012772,0.916903,0.023845,0.020586,0.035818,https://whatdoido.kro.kr/movie/219.jpg
220,The Sixth Sense,Drama Mystery Thriller,A boy who communicates with spirits seeks the help of a disheartened child psychologist.,9,0.018414,0.815518,0.076887,0.108367,0.032947,https://whatdoido.kro.kr/movie/220.jpg
221,Pan's Labyrinth,Drama Fantasy War,"In the Falangist Spain of 1944, the bookish young stepdaughter of a sadistic army officer escapes into an eerie but captivating fantasy world.",7,0.284885,0.568256,0.127622,0.024975,0.034708,https://whatdoido.kro.kr/movie/221.jpg
222,Dallas Buyers Club,Biography Drama,"In 1985 Dallas, electrician and hustler Ron Woodroof works around the system to help AIDS patients get the medication they need after he is diagnosed with the disease.",9,0.374003,0.563673,0.033471,0.012548,0.021442,https://whatdoido.kro.kr/movie/222.jpg
223,Mulan,Animation Adventure Family,"To save her father from death in the army, a young maiden secretly goes in his place and becomes one of China's greatest heroines in the process.",9,0.094672,0.820697,0.012397,0.072621,0.0205,https://whatdoido.kro.kr/movie/223.jpg
224,E.T. the Extra-Terrestrial,Family Sci-Fi,A troubled child summons the courage to help a friendly alien escape Earth and return to his home world.,9,0.111336,0.427423,0.011156,0.220533,0.130732,https://whatdoido.kro.kr/movie/224.jpg
225,Star Wars: Episode VII - The Force Awakens,Action Adventure Sci-Fi,"As a new threat to the galaxy rises, Rey, a desert scavenger, and Finn, an ex-stormtrooper, must join Han Solo and Chewbacca to search for the one hope of restoring peace.",1,0.130987,0.74293,0.018552,0.048453,0.075172,https://whatdoido.kro.kr/movie/225.jpg
226,Rain Man,Drama,Selfish yuppie Charlie Babbitt's father left a fortune to his savant brother Raymond and a pittance to Charlie; they travel cross-country.,8,0.371211,0.608331,0.03103,0.00113,0.004199,https://whatdoido.kro.kr/movie/226.jpg
227,Serenity,Action Adventure Sci-Fi,The crew of the ship Serenity try to evade an assassin sent to recapture telepath River.,7,0.100853,0.83607,0.004749,0.027761,0.015223,https://whatdoido.kro.kr/movie/227.jpg
228,Bonnie and Clyde,Action Biography Crime,"Bored waitress Bonnie Parker falls in love with an ex-con named Clyde Barrow and together they start a violent crime spree through the country, stealing cars and robbing banks.",2,0.561995,0.563392,0.100756,0.096083,0.428249,https://whatdoido.kro.kr/movie/228.jpg
229,Office Space,Comedy,Three company workers who hate their jobs decide to rebel against their greedy boss.,9,0.098064,0.642343,0.008942,0.202175,0.083095,https://whatdoido.kro.kr/movie/229.jpg
230,Marriage Story,Comedy Drama Romance,Noah Baumbach's incisive and compassionate look at a marriage breaking up and a family staying together.,9,0.062981,0.432149,0.024864,0.445838,0.195769,https://whatdoido.kro.kr/movie/230.jpg
231,Little Miss Sunshine,Comedy Drama,A family determined to get their young daughter into the finals of a beauty pageant take a cross-country trip in their VW bus.,8,0.580731,0.616555,0.110414,0.57291,0.086583,https://whatdoido.kro.kr/movie/231.jpg
232,American Gangster,Biography Crime Drama,"An outcast New York City cop is charged with bringing down Harlem drug lord Frank Lucas, whose real life inspired this partly biographical film.",7,0.254364,0.67669,0.035598,0.030449,0.010831,https://whatdoido.kro.kr/movie/232.jpg
233,Warrior,Action Drama Sport,"The youngest son of an alcoholic former boxer returns home, where he's trained by his father for competition in a mixed martial arts tournament - a path that puts the fighter on a collision course with his estranged, older brother.",10,0.013152,0.911882,0.022785,0.020558,0.023345,https://whatdoido.kro.kr/movie/233.jpg
234,Shaun of the Dead,Comedy Horror,A man's uneventful life is disrupted by the zombie apocalypse.,10,0.006492,0.915576,0.014659,0.01973,0.019902,https://whatdoido.kro.kr/movie/234.jpg
235,Toy Story 4,Animation Adventure Comedy,"When a new toy called ""Forky"" joins Woody and the gang, a road trip alongside old and new friends reveals how big the world can be for a toy.",1,0.180614,0.653762,0.092343,0.122658,0.021681,https://whatdoido.kro.kr/movie/235.jpg
236,The Thing,Horror Mystery Sci-Fi,A research team in Antarctica is hunted by a shape-shifting alien that assumes the appearance of its victims.,10,0.036339,0.654478,0.339202,0.011824,0.009643,https://whatdoido.kro.kr/movie/236.jpg
237,A Few Good Men,Drama Thriller,Military lawyer Lieutenant Daniel Kaffee defends Marines accused of murder. They contend they were acting under orders.,10,0.027842,0.878467,0.009116,0.021235,0.052829,https://whatdoido.kro.kr/movie/237.jpg
238,Lost in Translation,Comedy Drama,A faded movie star and a neglected young woman form an unlikely bond after crossing paths in Tokyo.,3,0.109177,0.016434,0.069387,0.761275,0.342481,https://whatdoido.kro.kr/movie/238.jpg
239,Big Hero 6,Animation Action Adventure,"A special bond develops between plus-sized inflatable robot Baymax and prodigy Hiro Hamada, who together team up with a group of friends to form a band of high-tech heroes.",8,0.535222,0.708526,0.08887,0.046621,0.0756,https://whatdoido.kro.kr/movie/239.jpg
240,Ocean's Eleven,Crime Thriller,Danny Ocean and his ten accomplices plan to rob three Las Vegas casinos simultaneously.,9,0.438297,0.210796,0.079,0.284451,0.207657,https://whatdoido.kro.kr/movie/240.jpg
241,What's Eating Gilbert Grape,Drama,A young man in a small Midwestern town struggles to care for his mentally-disabled younger brother and morbidly obese mother while attempting to pursue his own happiness.,9,0.281202,0.700744,0.010053,0.013903,0.010435,https://whatdoido.kro.kr/movie/241.jpg
242,Black Hawk Down,Drama History War,160 elite U.S. soldiers drop into Somalia to capture two top lieutenants of a renegade warlord and find themselves in a desperate battle with a large force of heavily-armed Somalis.,6,0.517546,0.696814,0.451693,0.087737,0.449008,https://whatdoido.kro.kr/movie/242.jpg
243,"Monsters, Inc.",Animation Adventure Comedy,"In order to power the city, monsters have to scare children so that they scream. However, the children are toxic to the monsters, and after a child gets through, 2 monsters realize things may not be what they think.",10,0.312011,0.467917,0.235134,0.01505,0.068015,https://whatdoido.kro.kr/movie/243.jpg
244,The Deer Hunter,Drama War,An in-depth examination of the ways in which the U.S. Vietnam War impacts and disrupts the lives of people in a small industrial town in Pennsylvania.,10,0.194761,0.577403,0.077482,0.10157,0.101219,https://whatdoido.kro.kr/movie/244.jpg
245,The Sandlot,Comedy Drama Family,"In the summer of 1962, a new kid in town is taken under the wing of a young baseball prodigy and his rowdy team, resulting in many adventures.",10,0.327092,0.530887,0.05325,0.016724,0.068771,https://whatdoido.kro.kr/movie/245.jpg
246,28 Days Later...,Drama Horror Sci-Fi,"Four weeks after a mysterious, incurable virus spreads throughout the UK, a handful of survivors try to find sanctuary.",7,0.481452,0.600541,0.505788,0.130306,0.500745,https://whatdoido.kro.kr/movie/246.jpg
247,Once Upon a Time in the West,Western,A mysterious stranger with a harmonica joins forces with a notorious desperado to protect a beautiful widow from a ruthless assassin working for the railroad.,9,0.045685,0.908646,0.01869,0.012738,0.011663,https://whatdoido.kro.kr/movie/247.jpg
248,The Pursuit of Happyness,Biography Drama,A struggling salesman takes custody of his son as he's poised to begin a life-changing professional career.,10,0.081164,1,0.020676,0.019936,0.020043,https://whatdoido.kro.kr/movie/248.jpg
249,The Exorcist,Horror,"When a 12-year-old girl is possessed by a mysterious entity, her mother seeks the help of two priests to save her.",10,0.0446,0.847262,0.077576,0.017995,0.026474,https://whatdoido.kro.kr/movie/249.jpg
250,The Curious Case of Benjamin Button,Drama Fantasy Romance,"Tells the story of Benjamin Button, a man who starts aging backwards with consequences.",10,0.137922,0.695499,0.079077,0.065475,0.105659,https://whatdoido.kro.kr/movie/250.jpg
251,Lion,Biography Drama,"A five-year-old Indian boy is adopted by an Australian couple after getting lost hundreds of kilometers from home. 25 years later, he sets out to find his lost family.",10,0.172129,0.502079,0.107138,0.197417,0.045247,https://whatdoido.kro.kr/movie/251.jpg
252,Gone with the Wind,Drama History Romance,A manipulative woman and a roguish man conduct a turbulent romance during the American Civil War and Reconstruction periods.,10,0.357222,0.072931,0.073502,0.25332,0.560917,https://whatdoido.kro.kr/movie/252.jpg
253,My Fair Lady,Drama Family Musical,Snobbish phonetics Professor Henry Higgins agrees to a wager that he can make flower girl Eliza Doolittle presentable in high society.,1,0.129841,0.64062,0.02341,0.132988,0.075653,https://whatdoido.kro.kr/movie/253.jpg
254,Blazing Saddles,Comedy Western,"In order to ruin a western town, a corrupt politician appoints a black Sheriff, who promptly becomes his most formidable adversary.",10,0.427741,0.660721,0.046993,0.069637,0.083138,https://whatdoido.kro.kr/movie/254.jpg
255,Star Wars: Episode V - The Empire Strikes Back,Action Adventure Fantasy,"After the Rebels are brutally overpowered by the Empire on the ice planet Hoth, Luke Skywalker begins Jedi training with Yoda, while his friends are pursued by Darth Vader and a bounty hunter named Boba Fett all over the galaxy.",10,0.047709,0.905639,0.01417,0.013323,0.021686,https://whatdoido.kro.kr/movie/255.jpg
256,Charade,Comedy Mystery Romance,Romance and suspense ensue in Paris as a woman is pursued by several men who want a fortune her murdered husband had stolen. Whom can she trust?,9,0.122517,0.710249,0.121699,0.101133,0.118754,https://whatdoido.kro.kr/movie/256.jpg
257,Manchester by the Sea,Drama,A depressed uncle is asked to take care of his teenage nephew after the boy's father dies.,8,0.192458,0.717598,0.093282,0.007807,0.014945,https://whatdoido.kro.kr/movie/257.jpg
258,Midnight Cowboy,Drama,"A naive hustler travels from Texas to New York City to seek personal fortune, finding a new friend in the process.",10,0.129327,0.755975,0.047721,0.112133,0.050037,https://whatdoido.kro.kr/movie/258.jpg
259,Road to Perdition,Crime Drama Thriller,"A mob enforcer's son witnesses a murder, forcing him and his father to take to the road, and his father down a path of redemption and revenge.",10,0.096165,0.837151,0.02613,0.022575,0.034636,https://whatdoido.kro.kr/movie/259.jpg
260,Apollo 13,Adventure Drama History,NASA must devise a strategy to return Apollo 13 to Earth safely after the spacecraft undergoes massive internal damage putting the lives of the three astronauts on board in jeopardy.,10,0.598393,0.154579,0.293481,0.06845,0.034391,https://whatdoido.kro.kr/movie/260.jpg
261,Moonrise Kingdom,Comedy Drama Romance,"A pair of young lovers flee their New England town, which causes a local search party to fan out to find them.",10,0.524697,0.680671,0.059345,0.095327,0.071852,https://whatdoido.kro.kr/movie/261.jpg
262,First Blood,Action Adventure,A veteran Green Beret is forced by a cruel Sheriff and his deputies to flee into the mountains and wage an escalating one-man war against his pursuers.,8,0.124251,0.763612,0.030849,0.090801,0.02126,https://whatdoido.kro.kr/movie/262.jpg
263,Kill Bill: Vol. 2,Action Crime Thriller,"The Bride continues her quest of vengeance against her former boss and lover Bill, the reclusive bouncer Budd, and the treacherous, one-eyed Elle.",1,0.320609,0.014383,0.126986,0.244104,0.651027,https://whatdoido.kro.kr/movie/263.jpg
264,What We Do in the Shadows,Comedy Horror,"Viago, Deacon and Vladislav are vampires who are finding that modern life has them struggling with the mundane - like paying rent, keeping up with the chore wheel, trying to get into nightclubs and overcoming flatmate conflicts.",10,0.045552,0.858899,0.015183,0.043913,0.050005,https://whatdoido.kro.kr/movie/264.jpg
265,Taken,Action Crime Thriller,"A retired CIA agent travels across Europe and relies on his old skills to save his estranged daughter, who has been kidnapped while on a trip to Paris.",8,0.509723,0.637878,0.476268,0.11409,0.117515,https://whatdoido.kro.kr/movie/265.jpg
266,Birdman or (The Unexpected Virtue of Ignorance),Comedy Drama,"A washed-up superhero actor attempts to revive his fading career by writing, directing, and starring in a Broadway production.",1,0.684822,0.544815,0.46543,0.066936,0.139726,https://whatdoido.kro.kr/movie/266.jpg
267,Breakfast at Tiffany's,Comedy Drama Romance,"A young New York socialite becomes interested in a young man who has moved into her apartment building, but her past threatens to get in the way.",4,0.662674,0.088791,0.184165,0.115874,0.166395,https://whatdoido.kro.kr/movie/267.jpg
268,Back to the Future Part II,Adventure Comedy Sci-Fi,"After visiting 2015, Marty McFly must repeat his visit to 1955 to prevent disastrous changes to 1985...without interfering with his first trip.",,0.183755,0.60805,0.077407,0.050314,0.065188,https://whatdoido.kro.kr/movie/268.jpg
269,Children of Men,Adventure Drama Sci-Fi,"In 2027, in a chaotic world in which women have become somehow infertile, a former activist agrees to help transport a miraculously pregnant woman to a sanctuary at sea.",10,0.003226,0.973221,0.003072,0.006918,0.017001,https://whatdoido.kro.kr/movie/269.jpg
270,The Game,Drama Mystery Thriller,"After a wealthy banker is given an opportunity to participate in a mysterious game, his life is turned upside down when he becomes unable to distinguish between the game and reality.",8,0.209941,0.673303,0.064216,0.007891,0.040822,https://whatdoido.kro.kr/movie/270.jpg
271,Star Wars: Episode VI - Return of the Jedi,Action Adventure Fantasy,"After a daring mission to rescue Han Solo from Jabba the Hutt, the Rebels dispatch to Endor to destroy the second Death Star. Meanwhile, Luke struggles to help Darth Vader back from the dark side without falling into the Emperor's trap.",10,0.801715,0.064804,0.040187,0.04027,0.068833,https://whatdoido.kro.kr/movie/271.jpg
272,Crash,Crime Drama Thriller,"Los Angeles citizens with vastly separate lives collide in interweaving stories of race, loss and redemption.",1,0.547593,0.567321,0.095938,0.442362,0.132001,https://whatdoido.kro.kr/movie/272.jpg
273,Finding Nemo,Animation Adventure Comedy,"After his son is captured in the Great Barrier Reef and taken to Sydney, a timid clownfish sets out on a journey to bring him home.",9,0.014979,0.958116,0.012696,0.003532,0.006837,https://whatdoido.kro.kr/movie/273.jpg
274,The Lives of Others,Drama Mystery Thriller,"In 1984 East Berlin, an agent of the secret police, conducting surveillance on a writer and his lover, finds himself becoming increasingly absorbed by their lives.",10,0.011685,0.820046,0.011834,0.112278,0.058653,https://whatdoido.kro.kr/movie/274.jpg
275,Mystic River,Crime Drama Mystery,The lives of three men who were childhood friends are shattered when one of them has a family tragedy.,6,0.28673,0.482731,0.094759,0.073361,0.154866,https://whatdoido.kro.kr/movie/275.jpg
276,The Blind Side,Biography Drama Sport,"The story of Michael Oher, a homeless and traumatized boy who became an All-American football player and first-round NFL draft pick with the help of a caring woman and her family.",8,0.047863,0.839995,0.004611,0.101628,0.029855,https://whatdoido.kro.kr/movie/276.jpg
277,Skyfall,Action Adventure Thriller,"James Bond's loyalty to M is tested when her past comes back to haunt her. When MI6 comes under attack, 007 must track down and destroy the threat, no matter how personal the cost.",10,0.085539,0.66231,0.086016,0.062934,0.150453,https://whatdoido.kro.kr/movie/277.jpg
278,Up,Animation Adventure Comedy,"78-year-old Carl Fredricksen travels to Paradise Falls in his house equipped with balloons, inadvertently taking a young stowaway.",9,0.535732,0.399253,0.017325,0.075567,0.049315,https://whatdoido.kro.kr/movie/278.jpg
279,Amadeus,Biography Drama History,"The life, success and troubles of Wolfgang Amadeus Mozart, as told by Antonio Salieri, the contemporaneous composer who was insanely jealous of Mozart's talent and claimed to have murdered him.",10,0.108794,0.733875,0.076086,0.077733,0.070135,https://whatdoido.kro.kr/movie/279.jpg
280,Being There,Comedy Drama,"A simpleminded, sheltered gardener becomes an unlikely trusted advisor to a powerful businessman and an insider in Washington politics.",9,0.189696,0.698468,0.09533,0.008364,0.022848,https://whatdoido.kro.kr/movie/280.jpg
281,Rebel Without a Cause,Drama,"A rebellious young man with a troubled past comes to a new town, finding friends and enemies.",4,0.693394,0.017835,0.084929,0.312172,0.202234,https://whatdoido.kro.kr/movie/281.jpg
282,Big Fish,Adventure Drama Fantasy,A frustrated son tries to determine the fact from fiction in his dying father's life.,10,0.136283,0.742931,0.048694,0.043605,0.0586,https://whatdoido.kro.kr/movie/282.jpg
283,Incendies,Drama Mystery War,Twins journey to the Middle East to discover their family history and fulfill their mother's last wishes.,10,0.064953,0.822112,0.029986,0.027981,0.027801,https://whatdoido.kro.kr/movie/283.jpg
284,The Machinist,Drama Thriller,An industrial worker who hasn't slept in a year begins to doubt his own sanity.,10,0.116312,0.718636,0.032059,0.135572,0.01718,https://whatdoido.kro.kr/movie/284.jpg
285,Airplane!,Comedy,A man afraid to fly must ensure that a plane lands safely after the pilots become sick.,8,0.103018,0.838169,0.002672,0.005363,0.057243,https://whatdoido.kro.kr/movie/285.jpg
286,Just Mercy,Biography Crime Drama,World-renowned civil rights defense attorney Bryan Stevenson works to free a wrongly condemned death row prisoner.,8,0.051426,0.709831,0.050573,0.033226,0.195408,https://whatdoido.kro.kr/movie/286.jpg
287,Scent of a Woman,Drama,"A prep school student needing money agrees to ""babysit"" a blind man, but the job is not at all what he anticipated.",7,0.048754,0.830757,0.046346,0.050088,0.038332,https://whatdoido.kro.kr/movie/287.jpg
288,The Last of the Mohicans,Action Adventure Drama,Three trappers protect the daughters of a British Colonel in the midst of the French and Indian War.,,0.110303,0.8085,0.013036,0.062707,0.023265,https://whatdoido.kro.kr/movie/288.jpg
289,Indiana Jones and the Last Crusade,Action Adventure,"In 1938, after his father Professor Henry Jones, Sr. goes missing while pursuing the Holy Grail, Professor Henry ""Indiana"" Jones, Jr. finds himself up against Adolf Hitler's Nazis again to stop them from obtaining its powers.",9,0.192099,0.443319,0.117175,0.226717,0.099316,https://whatdoido.kro.kr/movie/289.jpg
290,Gone Baby Gone,Crime Drama Mystery,"Two Boston area detectives investigate a little girl's kidnapping, which ultimately turns into a crisis both professionally and personally.",9,0.158425,0.564161,0.131772,0.149295,0.078151,https://whatdoido.kro.kr/movie/290.jpg
291,The Count of Monte Cristo,Action Adventure Drama,"A young man, falsely imprisoned by his jealous ""friend"", escapes and uses a hidden treasure to exact his revenge.",10,0.019612,0.839413,0.013053,0.012851,0.034481,https://whatdoido.kro.kr/movie/291.jpg
292,Incredibles 2,Animation Action Adventure,The Incredibles family takes on a new mission which involves a change in family roles: Bob Parr (Mr. Incredible) must manage the house while his wife Helen (Elastigirl) goes out to save the world.,2,0.76645,0.007124,0.144548,0.126261,0.267603,https://whatdoido.kro.kr/movie/292.jpg
293,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Comedy,An insane general triggers a path to nuclear holocaust that a War Room full of politicians and generals frantically tries to stop.,10,0.144345,0.501436,0.025724,0.02855,0.12378,https://whatdoido.kro.kr/movie/293.jpg
294,Magnolia,Drama,"An epic mosaic of interrelated characters in search of love, forgiveness, and meaning in the San Fernando Valley.",9,0.32292,0.658444,0.018253,0.005523,0.013209,https://whatdoido.kro.kr/movie/294.jpg
295,Straight Outta Compton,Biography Drama History,"The rap group NWA emerges from the mean streets of Compton in Los Angeles, California, in the mid-1980s and revolutionizes Hip Hop culture with their music and tales about life in the hood.",1,0.572258,0.0081,0.095366,0.432455,0.261096,https://whatdoido.kro.kr/movie/295.jpg
296,The Thin Red Line,Drama War,"Adaptation of James Jones' autobiographical 1962 novel, focusing on the conflict at Guadalcanal during the second World War.",10,0.069184,0.684306,0.034998,0.20379,0.078448,https://whatdoido.kro.kr/movie/296.jpg
297,Chinatown,Drama Mystery Thriller,"A private detective hired to expose an adulterer finds himself caught up in a web of deceit, corruption, and murder.",10,0.58995,0.600493,0.080519,0.098129,0.115393,https://whatdoido.kro.kr/movie/297.jpg
298,Lawrence of Arabia,Adventure Biography Drama,"The story of T.E. Lawrence, the English officer who successfully united and led the diverse, often warring, Arab tribes during World War I in order to fight the Turks.",10,0.522566,0.725415,0.065319,0.098566,0.052157,https://whatdoido.kro.kr/movie/298.jpg
299,Edward Scissorhands,Drama Fantasy Romance,"An artificial man, who was incompletely constructed and has scissors for hands, leads a solitary life. Then one day, a suburban lady meets him and introduces him to her world.",10,0.068014,0.859596,0.01569,0.013773,0.027566,https://whatdoido.kro.kr/movie/299.jpg
300,In the Name of the Father,Biography Crime Drama,A man's coerced confession to an I.R.A. bombing he did not commit results in the imprisonment of his father as well. An English lawyer fights to free them.,10,0.100811,0.479038,0.053602,0.148043,0.333233,https://whatdoido.kro.kr/movie/300.jpg
301,Minority Report,Action Crime Mystery,"In a future where a special police unit is able to arrest murderers before they commit their crimes, an officer from that unit is himself accused of a future murder.",9,0.022229,0.793345,0.009999,0.132385,0.048642,https://whatdoido.kro.kr/movie/301.jpg
302,Groundhog Day,Comedy Fantasy Romance,A weatherman finds himself inexplicably living the same day over and over again.,8,0.375077,0.423442,0.094943,0.139607,0.038086,https://whatdoido.kro.kr/movie/302.jpg
303,Fantastic Mr. Fox,Animation Adventure Comedy,An urbane fox cannot resist returning to his farm raiding ways and then must help his community survive the farmers' retaliation.,9,0.153426,0.764176,0.043452,0.030159,0.024252,https://whatdoido.kro.kr/movie/303.jpg
304,Monty Python and the Holy Grail,Adventure Comedy Fantasy,"King Arthur and his Knights of the Round Table embark on a surreal, low-budget search for the Holy Grail, encountering many, very silly obstacles.",10,0.034658,0.898076,0.037114,0.025809,0.012581,https://whatdoido.kro.kr/movie/304.jpg
305,"O Brother, Where Art Thou?",Adventure Comedy Crime,"In the deep south during the 1930s, three escaped convicts search for hidden treasure while a relentless lawman pursues them.",10,0.129778,0.787323,0.035902,0.028834,0.035575,https://whatdoido.kro.kr/movie/305.jpg
306,Midnight in Paris,Comedy Fantasy Romance,"While on a trip to Paris with his fiancée's family, a nostalgic screenwriter finds himself mysteriously going back to the 1920s every day at midnight.",10,0.709994,0.269888,0.064286,0.00259,0.022987,https://whatdoido.kro.kr/movie/306.jpg
307,The Bourne Supremacy,Action Mystery Thriller,"When Jason Bourne is framed for a CIA operation gone awry, he is forced to resume his former life as a trained assassin to survive.",9,0.045728,0.659138,0.12736,0.017258,0.138999,https://whatdoido.kro.kr/movie/307.jpg
308,The Last Picture Show,Drama Romance,"In 1951, a group of high schoolers come of age in a bleak, isolated, atrophied North Texas town that is slowly dying, both culturally and economically.",10,0.068191,0.660617,0.008566,0.175861,0.142488,https://whatdoido.kro.kr/movie/308.jpg
309,Million Dollar Baby,Drama Sport,A determined woman works with a hardened boxing trainer to become a professional.,10,0.411108,0.423582,0.038273,0.096049,0.111346,https://whatdoido.kro.kr/movie/309.jpg
310,Mr. Nobody,Drama Fantasy Romance,"A boy stands on a station platform as a train is about to leave. Should he go with his mother or stay with his father? Infinite possibilities arise from this decision. As long as he doesn't choose, anything is possible.",10,0.134173,0.679835,0.084855,0.040556,0.066326,https://whatdoido.kro.kr/movie/310.jpg
311,The Royal Tenenbaums,Comedy Drama,The eccentric members of a dysfunctional family reluctantly gather under the same roof for various reasons.,10,0.015222,0.952415,0.00705,0.01472,0.008241,https://whatdoido.kro.kr/movie/311.jpg
312,The Others,Horror Mystery Thriller,A woman who lives in her darkened old family house with her two photosensitive children becomes convinced that the home is haunted.,8,0.211819,0.011033,0.844636,0.072029,0.128425,https://whatdoido.kro.kr/movie/312.jpg
313,The Bourne Ultimatum,Action Mystery Thriller,Jason Bourne dodges a ruthless C.I.A. official and his Agents from a new assassination program while searching for the origins of his life as a trained killer.,10,0.040983,0.829716,0.060976,0.0147,0.077956,https://whatdoido.kro.kr/movie/313.jpg
314,Hell or High Water,Action Crime Drama,A divorced father and his ex-con older brother resort to a desperate scheme in order to save their family's ranch in West Texas.,10,0.100864,0.832243,0.05811,0.008654,0.013236,https://whatdoido.kro.kr/movie/314.jpg
315,Deliverance,Adventure Drama Thriller,"Intent on seeing the Cahulawassee River before it's dammed and turned into a lake, outdoor fanatic Lewis Medlock takes his friends on a canoeing trip they'll never forget into the dangerous American back-country.",8,0.222742,0.280018,0.002953,0.538509,0.137687,https://whatdoido.kro.kr/movie/315.jpg
316,Young Frankenstein,Comedy,"An American grandson of the infamous scientist, struggling to prove that his grandfather was not as insane as people believe, is invited to Transylvania, where he discovers the process that reanimates a dead body.",9,0.031639,0.87341,0.059678,0.026736,0.017445,https://whatdoido.kro.kr/movie/316.jpg
